정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
용현시장,37230,24740,15793,24732,15793,8,1351
용현시장,37268,5698,3728,5678,3728,20,314
용현시장,37270,4487,5865,4473,5865,14,345
용현엘크루윈드포레,37220,8993,4402,8974,4402,19,446
용현엘크루윈드포레,37642,4474,9052,4470,9052,4,450
용현엘크루윈드포레,37646,2805,527,2805,527,0,111
용현중학교,37021,3573,620,3572,620,1,139
용현중학교,37028,931,2621,930,2621,1,118
용현초등학교입구,37128,9903,4264,9895,4264,8,472
용현초등학교입구,37134,7297,14662,7289,14662,8,731
용화사(길상낚시터),90077,9,30,9,30,0,1
용화사(길상낚시터),90080,35,47,35,47,0,2
우뢰촌,43425,75,28,75,28,0,3
우뢰촌,43792,61,65,60,65,1,4
우리마을앞,90457,6,0,6,0,0,0
우리마을앞,90475,0,15,0,15,0,0
우리자동차,35223,929,185,910,185,19,37
우림라이온스밸리,40592,308,4997,307,4997,1,176
우림라이온스밸리,40594,8431,1278,8429,1278,2,323
우림필유아파트,42924,3514,1716,3514,1716,0,174
우림필유아파트,42925,1121,2661,1121,2661,0,126
우물골,43929,44,52,44,52,0,3
우물골,43930,12,42,12,42,0,1
우미린1단지정문,35584,2532,3719,2532,3719,0,208
우미린1단지후문,35461,2268,6844,2268,6844,0,303
우미린1단지후문,35462,6253,1209,6253,1209,0,248
우미린2단지정문,35512,4565,1251,4562,1251,3,193
우미린2단지정문,35513,1583,5458,1583,5458,0,234
우미린2단지후문,35454,3629,1080,3629,1080,0,156
우미린더시그니처(후문),89443,3167,1396,3167,1396,0,152
우성1차아파트,38094,4874,4912,4871,4912,3,326
우성1차아파트,39834,533,15,533,15,0,18
우성2차아파트(옥련동),38356,2777,930,2777,930,0,123
우성2차아파트·원인재역(4번출구),38150,3472,7871,3467,7871,5,378
우성4차,40185,6412,226,6412,226,0,221
우성4차,40187,233,5721,233,5721,0,198
우성4차후문,40730,140,2295,140,2295,0,81
우성4차후문,40731,2798,160,2798,160,0,98
우성아파트,38143,5143,2524,5143,2524,0,255
우성아파트,38357,1131,2439,1131,2439,0,119
우성아파트,40341,1143,1794,1142,1794,1,97
우성아파트,42717,2999,5476,2999,5476,0,282
우성아파트,42718,2743,2563,2743,2563,0,176
우성아파트.은행교회,70026,444,29,444,29,0,15
우저서원(대성주유소),35214,92,105,92,105,0,6
우저서원(대성주유소),35215,96,823,96,823,0,30
우정아파트,37675,171,268,171,268,0,14
우주골드타운빌라,40863,881,1358,881,1358,0,74
우주골드타운빌라,40864,394,1112,394,1112,0,50
우주아파트,38252,6750,7958,6750,7958,0,490
우진기계,89106,18,251,18,251,0,8
우체국사거리,39694,1171,2006,1171,2006,0,105
우체국사거리,39695,1889,877,1889,877,0,92
우체국사거리,39704,2590,2353,2590,2353,0,164
욱일아파트후문,40877,1834,2669,1834,2669,0,150
운남교차로,35435,56,173,56,173,0,7
운남교차로,35444,209,108,209,108,0,10
운남교차로,35524,104,52,104,52,0,5
운남교차로,35582,38,68,35,68,3,3
운남교차로 입구,35839,18,42,16,42,2,2
운남교차로 입구,35840,21,26,19,26,2,1
운남교차로.잔다리,35595,660,398,660,398,0,35
운남교차로.잔다리,35596,239,727,239,727,0,32
운남동,35268,236,302,236,302,0,17
운남동,35281,314,373,314,373,0,22
운남동우체국,35848,370,253,370,253,0,20
운남동우체국,35849,309,474,309,474,0,26
운남초교사거리,35706,52,123,52,123,0,5
운남초교사거리,35707,421,255,421,255,0,22
운북공영차고지,35779,715,2,715,2,0,23
운북공영차고지,35783,1,883,1,883,0,29
운서2차SKVIEW스카이시티,35882,4000,1491,4000,1491,0,183
운서2차SKVIEW스카이시티,35883,1913,4000,1913,4000,0,197
운서SKVIEW 스카이시티,35780,205,613,205,613,0,27
운서SKVIEW·세계로향하는교회,35781,474,436,474,436,0,30
운서역,35242,31972,15550,31970,15550,2,1584
운서역,35257,8774,19879,8774,19879,0,955
운서역(남동측),35775,494,834,494,834,0,44
운서역(남동측),35776,842,1061,842,1061,0,63
운서역(하워드존슨호텔),35747,5491,5412,5491,5412,0,363
운서역금강펜테리움아파트,35482,3104,1463,3104,1463,0,152
운서역반도유보라,35878,3081,2954,3081,2954,0,201
운서역반도유보라,35879,2142,1724,2142,1724,0,128
운서초등학교,35270,7294,2381,7294,2381,0,322
운서초등학교,35282,2755,4463,2755,4463,0,240
운양역,80348,235,563,235,563,0,26
운양역,80351,335,157,333,157,2,16
운연동,39374,738,726,738,726,0,48
운연동,39379,559,753,559,753,0,43
운연동,39673,20,16,20,16,0,1
운연삼거리,39987,749,1526,749,1526,0,75
운연삼거리,39988,120,695,120,695,0,27
운연역,39954,11674,12818,11674,12818,0,816
운연역,92026,6368,7158,6368,7158,0,450
운연천,92027,263,1149,263,1149,0,47
운연천,92028,509,259,509,259,0,25
운전면허시험장,39005,2664,1213,2664,1213,0,129
울레기,43179,8,230,7,230,1,7
울레기,43548,210,3,205,3,5,7
웃말,90169,8,21,8,21,0,0
웃말,90170,25,18,25,18,0,1
원당고등학교,42459,2733,2413,2731,2413,2,171
원당교,89485,240,168,240,168,0,13
원당교,89486,74,1307,74,1307,0,46
원당사거리.검단선사박물관,42446,18522,8637,18521,8637,1,905
원당사거리.검단선사박물관,42447,11404,17980,11402,17980,2,979
원당중고등학교,42460,55,95,55,95,0,5
원당중고등학교,42462,124,252,124,252,0,12
원동초등학교,39656,1502,6534,1496,6534,6,267
원동초등학교,39657,9191,1902,9191,1902,0,369
원성골,35434,82,186,82,186,0,8
원성골,35445,94,273,94,273,0,12
원수리마을,90251,1,11,1,11,0,0
원수리마을,90252,2,0,2,0,0,0
원인재역(1번출구),38162,1989,7220,1989,7220,0,306
원인재역(4번출구),38153,11342,3158,11333,3158,9,483
원인재역(6번출구),38166,7359,2499,7359,2499,0,328
원적산터널,40821,1336,2833,1336,2833,0,138
원적산터널,40822,1930,3047,1929,3047,1,165
원적산터널서측,42666,4335,3526,4334,3526,1,262
원적산터널서측,42667,3807,3422,3807,3422,0,240
원종IC(중),57046,68,2890,68,2890,0,98
원종IC(중),57047,1239,90,1239,90,0,44
원진운수차고지,89003,571,106,571,106,0,22
원진운수차고지,89004,154,696,147,696,7,28
원창동(기점),89143,311,4,311,4,0,10
원창동(기점),89144,188,2724,188,2724,0,97
원창동(종점),42183,1,1017,1,1017,0,33
원창동(종점),42184,904,146,886,146,18,35
원창동차고지,89515,140,229,85,229,55,12
원창로89번길,89505,1749,60,1749,60,0,60
원흥아파트,38131,22888,15183,22852,15183,36,1269
원흥아파트,38336,32606,23327,32593,23327,13,1864
원흥아파트,42793,60,8,60,8,0,2
월곳삼거리,43188,1,34,1,34,0,1
월곳삼거리,43619,35,0,35,0,0,1
월곶동주민센터.월곶포구,70006,685,139,680,139,5,27
월곶동주민센터.월곶포구,70005,265,1588,261,1588,4,61
월곶리,90463,2,0,2,0,0,0
월곶어울림센터,25095,162,105,154,105,8,8
월드메르디앙아파트,42161,4084,4345,4079,4345,5,280
월드메르디앙아파트,42163,5575,3489,5572,3489,3,302
월드아파트,42499,7012,10610,7005,10610,7,587
월드아파트,42500,12572,5889,12570,5889,2,615
월미공원,35138,58,884,58,884,0,31
월미공원,35572,297,34,297,34,0,11
월미공원역,35345,107,4128,107,4128,0,141
월미공원역,35346,5605,261,5602,261,3,195
월미도,35148,30260,213,30243,213,17,1015
월미도(시티투어),35144,213,15117,210,15117,3,511
월미도기점,35897,1854,129,1838,129,16,66
월미도문화관,35558,1526,45,1526,45,0,52
월미도종점,35368,92,7358,92,7358,0,248
월미문화의거리,35132,18,3864,18,3864,0,129
월미문화의거리,35219,3008,27,3008,27,0,101
월미테마파크,35128,121,11308,121,11308,0,380
월미테마파크,35502,5955,46,5955,46,0,200
월선포,90040,0,4,0,4,0,0
월선포,90041,110,98,106,98,4,6
웨딩타운,22061,182,3,182,3,0,6
웨딩타운,23077,0,37,0,37,0,1
웰카운티,38352,1494,5579,1494,5579,0,235
웰카운티,38353,12734,2030,12734,2030,0,492
웰카운티,42772,1808,4096,1808,4096,0,196
웰카운티17단지,89182,3060,360,3060,360,0,114
웰카운티17단지,89183,633,2738,633,2738,0,112
웰카운티1단지,38648,969,3032,969,3032,0,133
웰카운티1차,42746,1857,1448,1857,1448,0,110
웰카운티1차,42764,2095,1315,2095,1315,0,113
웰카운티2단지,38709,978,753,978,753,0,57
웰카운티4단지,38446,573,300,572,300,1,29
웰카운티4단지,38447,289,1326,289,1326,0,53
윗말,43488,9,3,9,3,0,0
윗말,43839,2,1,2,1,0,0
윗망월,43335,3,70,3,70,0,2
윗망월,43578,99,0,82,0,17,3
유니온프라자,42113,13177,7991,13144,7991,33,705
유니전자앞,90458,1,2,1,2,0,0
유니전자앞,90476,0,13,0,13,0,0
유림골프장,41469,5,859,5,859,0,28
유림골프장,41667,676,13,676,13,0,22
유성아파트,43086,116,1785,116,1785,0,63
유성아파트,43087,1578,78,1578,78,0,55
유수지,39010,820,779,820,779,0,53
유수지,39011,747,2444,747,2444,0,106
유수지근린공원,39019,1274,916,1274,916,0,73
유수지근린공원,39020,771,952,771,952,0,57
유수지길,39003,1260,2091,1260,2091,0,111
유수지길,39004,1595,1102,1595,1102,0,89
유승아파트,42397,2848,540,2845,540,3,112
유승아파트,42398,599,2976,599,2976,0,119
유승아파트(삼성홈타운아파트),41003,3808,3066,3805,3066,3,229
유승아파트(삼성홈타운아파트),41004,3275,3680,3271,3680,4,231
